height,c,L,size,attack_cost
1879000,0.8,240,3634530,10496
1904000,0.2,100,678367,1093
1904000,0.2,144,752382,1574
1904000,0.2,192,821981,2099
1904000,0.2,240,882418,2624
1904000,0.35,100,957123,1913
1904000,0.35,144,1010611,2755
1904000,0.35,192,1093520,3674
1904000,0.35,240,1153115,4592
1904000,0.5,100,1360873,2733
1904000,0.5,144,1385483,3936
1904000,0.5,192,1462749,5248
1904000,0.5,240,1517732,6560
1904000,0.65,100,1978977,3553
1904000,0.65,144,2051538,5117
1904000,0.65,192,2104342,6822
1904000,0.65,240,2125024,8528
1904000,0.8,100,3619048,4373
1904000,0.8,144,3569588,6298
1904000,0.8,192,3583661,8397
1904000,0.8,240,3650256,10496
1929000,0.2,100,679044,1093
1929000,0.2,144,745440,1574
1929000,0.2,192,819730,2099
1929000,0.2,240,882552,2624
1929000,0.35,100,965797,1913
1929000,0.35,144,1001229,2755
1929000,0.35,192,1072371,3674
1929000,0.35,240,1159294,4592
1929000,0.5,100,1343817,2733
1929000,0.5,144,1386239,3936
1929000,0.5,192,1452226,5248
1929000,0.5,240,1517701,6560
1929000,0.65,100,2032028,3553
1929000,0.65,144,2046273,5117
1929000,0.65,192,2084980,6822
1929000,0.65,240,2130550,8528
1929000,0.8,100,3634437,4373
1929000,0.8,144,3571557,6298
1929000,0.8,192,3619302,8397
1929000,0.8,240,3594153,10496
1954000,0.2,100,654984,1093
1954000,0.2,144,702592,1574
