height,sample_count,optimization_type,size
1129000,550,none,3160115
1154000,551,none,3211410
1179000,552,none,3447901
1204000,553,none,3372072
1229000,554,none,3301611
1254000,555,none,3530782
1279000,556,none,3486917
1304000,557,none,3582620
1329000,558,none,3704675
1354000,559,none,3410710
1379000,560,none,3529837
1404000,560,none,3638417
1429000,561,none,3668484
1454000,562,none,3535803
1479000,563,none,3801330
1504000,564,none,3789917
1529000,565,none,3825840
1554000,566,none,4042134
1579000,566,none,3597755
1604000,567,none,3332826
1629000,568,none,3751585
1654000,569,none,3639400
1679000,569,none,3777992
1704000,570,none,3223188
1729000,571,none,3530683
1754000,572,none,3409037
1779000,572,none,3806458
1804000,573,none,3481993
1829000,574,none,3476680
1854000,574,none,3756060
1879000,575,none,3889394
1904000,576,none,3716941
1929000,576,none,3840106
1954000,577,none,3503685
1979000,578,none,3764576
2004000,578,none,3830944
2029000,579,none,3853447
2054000,579,none,3770243
2079000,580,none,4206082
2104000,581,none,3637617
2129000,581,none,4005325
2154000,582,none,4103712
2179000,582,none,3977564
2204000,583,none,3900027
2229000,584,none,3665354
2254000,584,none,3834013
2279000,585,none,3623197
2304000,585,none,3825961
2329000,586,none,4074408
2354000,586,none,3735980
2379000,587,none,4054211
2404000,587,none,3866331
2429000,588,none,3780010
2454000,588,none,4161138
2479000,589,none,3931888
2504000,589,none,3857901
2529000,590,none,4039492
2554000,590,none,4008260
2579000,591,none,4434583
2604000,591,none,4342839
2629000,592,none,4274574
2654000,592,none,4110362
2679000,593,none,4050149
2704000,593,none,3856657
2729000,594,none,3882875
2754000,594,none,4008779
2779000,595,none,4069834
2804000,595,none,3899467
2829000,595,none,3829927
2854000,596,none,4072762
2879000,596,none,3816562
2904000,597,none,3962773
2929000,597,none,4056713
2954000,598,none,3990156
2979000,598,none,4285884
3004000,598,none,3930132
3029000,599,none,3936641
3054000,599,none,4361335
3079000,600,none,4045410
904000,538,none,2473086
929000,540,none,2826752
954000,541,none,3189635
979000,542,none,2963502
1004000,544,none,3020464
1029000,545,none,3357727
1054000,546,none,3072055
1079000,547,none,3444021
1104000,548,none,2943089
1129000,550,none,3159139
1154000,551,none,3184326
1179000,552,none,3453269
1204000,553,none,3388420
1229000,554,none,3332111
1254000,555,none,3530050
1279000,556,none,3460321
1304000,557,none,3603116
1329000,558,none,3735175
1354000,559,none,3415102
1379000,560,none,3553749
1404000,560,none,3625973
1429000,561,none,3654088
1454000,562,none,3558739
1479000,563,none,3760826
1504000,564,none,3817733
1529000,565,none,3831940
1554000,566,none,4052327
1579000,566,none,3587263
1604000,567,none,3335998
1629000,568,none,3771349
1654000,569,none,3661360
1679000,569,none,3760668
1704000,570,none,3193176
1729000,571,none,3560506
1754000,572,none,3428014
1779000,572,none,3835006
1804000,573,none,3492241
1829000,574,none,3464480
1854000,574,none,3780460
1879000,575,none,3899831
1904000,576,none,3684489
1929000,576,none,3841326
1954000,577,none,3497341
1979000,578,none,3775800
2004000,578,none,3794832
2029000,579,none,3854722
2054000,579,none,3756091
2079000,580,none,4174606
2104000,581,none,3669581
2129000,581,none,4011913
2154000,582,none,4078336
2179000,582,none,4003184
2204000,583,none,3901247
2229000,584,none,3676090
2254000,584,none,3783694
2279000,585,none,3612949
2304000,585,none,3818641
2329000,586,none,4040248
2354000,586,none,3727440
2379000,587,none,4112527
2404000,587,none,3878287
2429000,588,none,3792210
2454000,588,none,4176998
2479000,589,none,3926465
2504000,589,none,3817641
2529000,590,none,4065710
2554000,590,none,3985568
2579000,591,none,4472891
2604000,591,none,4297211
2629000,592,none,4227970
2654000,592,none,4085474
2679000,593,none,4045025
2704000,593,none,3845189
2729000,594,none,3841151
2754000,594,none,3947779
2779000,595,none,4076855
2804000,595,none,3849935
2829000,595,none,3826023
2854000,596,none,4052077
2879000,596,none,3864142
2904000,597,none,3941545
2929000,597,none,4113077
2954000,598,none,3993816
2979000,598,none,4307411
3004000,598,none,3885480
3029000,599,none,3908715
3054000,599,none,4391591
3079000,600,none,4082498
904000,538,none,2478942
929000,540,none,2819676
954000,541,none,3190855
979000,542,none,2961794
1004000,544,none,3059748
1029000,545,none,3364559
1054000,546,none,3049174
1079000,547,none,3442502
1104000,548,none,2943821
1129000,550,none,3142791
1154000,551,none,3188773
1179000,552,none,3441557
1204000,553,none,3349136
1229000,554,none,3344799
1254000,555,none,3502722
1279000,556,none,3493261
1304000,557,none,3576764
1329000,558,none,3705651
1354000,559,none,3412906
1379000,560,none,3568877
1404000,560,none,3640125
