,height,c,L,size
4209,2404000,0.2,240,1185889
4208,2404000,0.2,240,1184181
4207,2404000,0.2,240,1185645
4206,2404000,0.2,240,1189305
4205,2404000,0.2,240,1179301
4204,2404000,0.2,240,1178569
4203,2404000,0.2,240,1175885
4202,2404000,0.2,240,1191989
4201,2404000,0.2,240,1181741
4200,2404000,0.2,240,1191257
4199,2404000,0.5,100,1926043
4198,2404000,0.5,100,1924335
4197,2404000,0.5,100,1919943
4196,2404000,0.5,100,1928727
4195,2404000,0.5,100,1925799
4194,2404000,0.5,100,1930923
4193,2404000,0.5,100,1917503
4192,2404000,0.5,100,1937755
4191,2404000,0.5,100,1925311
4190,2404000,0.5,100,1931167
4189,2404000,0.5,100,1926043
4188,2404000,0.5,100,1937755
4187,2404000,0.5,100,1909695
4186,2404000,0.5,100,1931167
4185,2404000,0.5,100,1928727
4184,2404000,0.5,100,1915795
4183,2404000,0.5,100,1927751
4182,2404000,0.5,100,1935315
4181,2404000,0.5,100,1916039
4180,2404000,0.5,100,1925311
4179,2404000,0.5,100,1932631
4178,2404000,0.5,100,1920675
4177,2404000,0.5,100,1926287
4176,2404000,0.5,100,1922627
4175,2404000,0.5,100,1927263
4174,2404000,0.5,100,1921163
4173,2404000,0.5,100,1929215
4172,2404000,0.5,100,1927019
4171,2404000,0.5,100,1923115
4170,2404000,0.5,100,1929215
4169,2404000,0.5,144,1969441
4168,2404000,0.5,144,1950409
4167,2404000,0.5,144,1955533
4166,2404000,0.5,144,1970173
4165,2404000,0.5,144,1957973
4164,2404000,0.5,144,1945529
4163,2404000,0.5,144,1957729
4162,2404000,0.5,144,1967245
4161,2404000,0.5,144,1961633
4160,2404000,0.5,144,1960901
4159,2404000,0.5,144,1964317
4158,2404000,0.5,144,1964561
4157,2404000,0.5,144,1969929
4156,2404000,0.5,144,1953825
4155,2404000,0.5,144,1969197
4154,2404000,0.5,144,1947969
4153,2404000,0.5,144,1957973
4152,2404000,0.5,144,1967489
4151,2404000,0.5,144,1966025
4150,2404000,0.5,144,1971149
4149,2404000,0.5,144,1958705
4148,2404000,0.5,144,1957485
4147,2404000,0.5,144,1949677
4146,2404000,0.5,144,1972369
4145,2404000,0.5,144,1955045
4144,2404000,0.5,144,1962853
4143,2404000,0.5,144,1938453
4142,2404000,0.5,144,1961145
4141,2404000,0.5,144,1951873
4140,2404000,0.5,144,1948457
4139,2404000,0.5,192,2016207
4138,2404000,0.5,192,2020355
4137,2404000,0.5,192,2014987
4136,2404000,0.5,192,2022795
4135,2404000,0.5,192,2003763
4134,2404000,0.5,192,1999615
4133,2404000,0.5,192,2003275
4132,2404000,0.5,192,2000103
4131,2404000,0.5,192,2006447
4130,2404000,0.5,192,2004007
4129,2404000,0.5,192,2008643
4128,2404000,0.5,192,2002299
4127,2404000,0.5,192,1991563
4126,2404000,0.5,192,2018403
4125,2404000,0.5,192,2017671
4124,2404000,0.5,192,1998883
4123,2404000,0.5,192,2003763
4122,2404000,0.5,192,2030603
4121,2404000,0.5,192,2013767
4120,2404000,0.5,192,2015963
4119,2404000,0.5,192,2020111
4118,2404000,0.5,192,2026211
4117,2404000,0.5,192,2002543
4116,2404000,0.5,192,2016451
4115,2404000,0.5,192,2012547
4114,2404000,0.5,192,2011815
4113,2404000,0.5,192,2022307
4112,2404000,0.5,192,2015963
4111,2404000,0.5,192,2012547
4110,2404000,0.5,192,2003763
4109,2404000,0.5,240,2068994
4108,2404000,0.5,240,2088758
4107,2404000,0.5,240,2071190
4106,2404000,0.5,240,2058502
4105,2404000,0.5,240,2065822
4104,2404000,0.5,240,2092174
4103,2404000,0.5,240,2083390
4102,2404000,0.5,240,2065090
4101,2404000,0.5,240,2072654
4100,2404000,0.5,240,2077046
4099,2404000,0.5,240,2082658
4098,2404000,0.5,240,2097054
4097,2404000,0.5,240,2095590
4096,2404000,0.5,240,2070214
4095,2404000,0.5,240,2071190
4094,2404000,0.5,240,2071190
4093,2404000,0.5,240,2072166
4092,2404000,0.5,240,2078266
4091,2404000,0.5,240,2076314
4090,2404000,0.5,240,2082414
4089,2404000,0.5,240,2066310
4088,2404000,0.5,240,2056550
4087,2404000,0.5,240,2078022
4086,2404000,0.5,240,2096566
4085,2404000,0.5,240,2067286
4084,2404000,0.5,240,2076314
4083,2404000,0.5,240,2076314
4082,2404000,0.5,240,2077046
4081,2404000,0.5,240,2086074
4080,2404000,0.5,240,2072410
4079,2404000,0.8,100,5339264
4078,2404000,0.8,100,5317548
4077,2404000,0.8,100,5316084
4076,2404000,0.8,100,5340240
4075,2404000,0.8,100,5304128
4074,2404000,0.8,100,5323648
4073,2404000,0.8,100,5328040
4072,2404000,0.8,100,5319988
4071,2404000,0.8,100,5361712
4070,2404000,0.8,100,5341948
4069,2404000,0.8,100,5320232
4068,2404000,0.8,100,5360248
4067,2404000,0.8,100,5310472
4066,2404000,0.8,100,5343412
4065,2404000,0.8,100,5321940
4064,2404000,0.8,100,5321208
4063,2404000,0.8,100,5350488
4062,2404000,0.8,100,5325112
4061,2404000,0.8,100,5335360
4060,2404000,0.8,100,5328040
4059,2404000,0.8,100,5319744
4058,2404000,0.8,100,5319256
4057,2404000,0.8,100,5339264
4056,2404000,0.8,100,5328284
4055,2404000,0.8,100,5319256
4054,2404000,0.8,100,5337312
4053,2404000,0.8,100,5319012
4052,2404000,0.8,100,5373912
4051,2404000,0.8,100,5351952
4050,2404000,0.8,100,5333164
4049,2404000,0.8,144,5239485
4048,2404000,0.8,144,5230213
4047,2404000,0.8,144,5242413
4046,2404000,0.8,144,5214597
4045,2404000,0.8,144,5258761
4044,2404000,0.8,144,5257053
4043,2404000,0.8,144,5237533
4042,2404000,0.8,144,5252173
4041,2404000,0.8,144,5267789
4040,2404000,0.8,144,5222893
4039,2404000,0.8,144,5249733
4038,2404000,0.8,144,5251441
4037,2404000,0.8,144,5263397
4036,2404000,0.8,144,5267301
4035,2404000,0.8,144,5258761
4034,2404000,0.8,144,5262909
4033,2404000,0.8,144,5229725
4032,2404000,0.8,144,5230945
4031,2404000,0.8,144,5264373
4030,2404000,0.8,144,5258029
4029,2404000,0.8,144,5242169
4028,2404000,0.8,144,5222649
4027,2404000,0.8,144,5265349
4026,2404000,0.8,144,5249489
4025,2404000,0.8,144,5265837
4024,2404000,0.8,144,5247049
4023,2404000,0.8,144,5234605
4022,2404000,0.8,144,5272913
4021,2404000,0.8,144,5229481
4020,2404000,0.8,144,5248513
4019,2404000,0.8,192,5192613
4018,2404000,0.8,192,5188465
4017,2404000,0.8,192,5208473
4016,2404000,0.8,192,5206521
4015,2404000,0.8,192,5241657
4014,2404000,0.8,192,5197005
4013,2404000,0.8,192,5250685
4012,2404000,0.8,192,5227017
4011,2404000,0.8,192,5200665
4010,2404000,0.8,192,5226773
4009,2404000,0.8,192,5220917
4008,2404000,0.8,192,5193101
4007,2404000,0.8,192,5210913
4006,2404000,0.8,192,5217013
4005,2404000,0.8,192,5205789
4004,2404000,0.8,192,5213841
4003,2404000,0.8,192,5221161
4002,2404000,0.8,192,5217989
4001,2404000,0.8,192,5219453
4000,2404000,0.8,192,5217257
3999,2404000,0.8,192,5207741
3998,2404000,0.8,192,5208961
3997,2404000,0.8,192,5218721
3996,2404000,0.8,192,5214573
3995,2404000,0.8,192,5217257
3994,2404000,0.8,192,5225797
3993,2404000,0.8,192,5184805
3992,2404000,0.8,192,5224089
3991,2404000,0.8,192,5197249
3990,2404000,0.8,192,5219453
3989,2404000,0.8,240,5216264
3988,2404000,0.8,240,5220656
3987,2404000,0.8,240,5212360
3986,2404000,0.8,240,5250424
3985,2404000,0.8,240,5208212
3984,2404000,0.8,240,5178200
3983,2404000,0.8,240,5210408
3982,2404000,0.8,240,5195768
3981,2404000,0.8,240,5217972
3980,2404000,0.8,240,5178932
3979,2404000,0.8,240,5216508
3978,2404000,0.8,240,5215044
3977,2404000,0.8,240,5212848
3976,2404000,0.8,240,5212604
3975,2404000,0.8,240,5234564
3974,2404000,0.8,240,5198452
3973,2404000,0.8,240,5224804
3972,2404000,0.8,240,5182836
3971,2404000,0.8,240,5207724
3970,2404000,0.8,240,5200404
3969,2404000,0.8,240,5214068
3968,2404000,0.8,240,5187472
3967,2404000,0.8,240,5199428
3966,2404000,0.8,240,5203332
3965,2404000,0.8,240,5193084
3964,2404000,0.8,240,5184056
3963,2404000,0.8,240,5219924
3962,2404000,0.8,240,5193084
3961,2404000,0.8,240,5196500
3960,2404000,0.8,240,5204552
3959,2454000,0.2,100,943530
3958,2454000,0.2,100,953778
3957,2454000,0.2,100,943042
3956,2454000,0.2,100,941334
3955,2454000,0.2,100,937186
3954,2454000,0.2,100,943042
3953,2454000,0.2,100,944750
3952,2454000,0.2,100,956462
3951,2454000,0.2,100,939870
3950,2454000,0.2,100,949386
3949,2454000,0.2,100,947678
3948,2454000,0.2,100,951338
3947,2454000,0.2,100,944506
3946,2454000,0.2,100,953046
3945,2454000,0.2,100,947678
3944,2454000,0.2,100,956462
3943,2454000,0.2,100,957194
3942,2454000,0.2,100,940846
3941,2454000,0.2,100,952558
3940,2454000,0.2,100,947434
3939,2454000,0.2,100,949874
3938,2454000,0.2,100,938650
3937,2454000,0.2,100,946946
3936,2454000,0.2,100,941090
3935,2454000,0.2,100,950362
3934,2454000,0.2,100,955486
3933,2454000,0.2,100,950118
3932,2454000,0.2,100,942310
3931,2454000,0.2,100,951826
3930,2454000,0.2,100,957194
3929,2454000,0.2,144,1019930
3928,2454000,0.2,144,1005046
3927,2454000,0.2,144,1011390
3926,2454000,0.2,144,1000898
3925,2454000,0.2,144,1009194
3924,2454000,0.2,144,1006266
3923,2454000,0.2,144,1011146
3922,2454000,0.2,144,1010658
3921,2454000,0.2,144,1016758
3920,2454000,0.2,144,1014806
3919,2454000,0.2,144,1012366
3918,2454000,0.2,144,1013342
3917,2454000,0.2,144,1017978
3916,2454000,0.2,144,1011878
3915,2454000,0.2,144,1015538
3914,2454000,0.2,144,1003094
3913,2454000,0.2,144,1006022
3912,2454000,0.2,144,1017246
3911,2454000,0.2,144,1016514
3910,2454000,0.2,144,1012122
3909,2454000,0.2,144,1008950
3908,2454000,0.2,144,1014562
3907,2454000,0.2,144,1016270
3906,2454000,0.2,144,1018222
3905,2454000,0.2,144,1014562
3904,2454000,0.2,144,1009682
3903,2454000,0.2,144,1002118
3902,2454000,0.2,144,1017978
3901,2454000,0.2,144,1017246
3900,2454000,0.2,144,1012854
3899,2454000,0.2,192,1095196
3898,2454000,0.2,192,1087144
3897,2454000,0.2,192,1091536
3896,2454000,0.2,192,1089096
3895,2454000,0.2,192,1092024
3894,2454000,0.2,192,1089340
3893,2454000,0.2,192,1107152
3892,2454000,0.2,192,1106176
3891,2454000,0.2,192,1093976
3890,2454000,0.2,192,1093976
3889,2454000,0.2,192,1105444
3888,2454000,0.2,192,1094464
3887,2454000,0.2,192,1088120
3886,2454000,0.2,192,1111544
3885,2454000,0.2,192,1090804
3884,2454000,0.2,192,1094708
3883,2454000,0.2,192,1090560
3882,2454000,0.2,192,1096660
3881,2454000,0.2,192,1088852
3880,2454000,0.2,192,1094708
3879,2454000,0.2,192,1083972
3878,2454000,0.2,192,1109348
3877,2454000,0.2,192,1101052
3876,2454000,0.2,192,1088608
3875,2454000,0.2,192,1093488
3874,2454000,0.2,192,1100076
3873,2454000,0.2,192,1099832
3872,2454000,0.2,192,1092024
3871,2454000,0.2,192,1092024
3870,2454000,0.2,192,1084460
3869,2454000,0.2,240,1187597
3868,2454000,0.2,240,1176861
3867,2454000,0.2,240,1181741
3866,2454000,0.2,240,1182717
3865,2454000,0.2,240,1178325
3864,2454000,0.2,240,1178569
3863,2454000,0.2,240,1179301
3862,2454000,0.2,240,1164905
3861,2454000,0.2,240,1180521
3860,2454000,0.2,240,1170761
3859,2454000,0.2,240,1188329
3858,2454000,0.2,240,1181985
3857,2454000,0.2,240,1175641
3856,2454000,0.2,240,1167345
3855,2454000,0.2,240,1183693
3854,2454000,0.2,240,1181497
3853,2454000,0.2,240,1183937
3852,2454000,0.2,240,1179545
3851,2454000,0.2,240,1178813
3850,2454000,0.2,240,1175641
3849,2454000,0.2,240,1180521
3848,2454000,0.2,240,1187597
3847,2454000,0.2,240,1179789
3846,2454000,0.2,240,1182961
3845,2454000,0.2,240,1168077
3844,2454000,0.2,240,1199309
3843,2454000,0.2,240,1173933
3842,2454000,0.2,240,1189305
3841,2454000,0.2,240,1182961
3840,2454000,0.2,240,1178569
3839,2454000,0.5,100,1922682
3838,2454000,0.5,100,1931466
3837,2454000,0.5,100,1935126
3836,2454000,0.5,100,1931222
3835,2454000,0.5,100,1911214
3834,2454000,0.5,100,1918778
3833,2454000,0.5,100,1919022
3832,2454000,0.5,100,1914386
3831,2454000,0.5,100,1919510
3830,2454000,0.5,100,1939274
3829,2454000,0.5,100,1935126
3828,2454000,0.5,100,1938054
3827,2454000,0.5,100,1942446
3826,2454000,0.5,100,1916582
3825,2454000,0.5,100,1910238
3824,2454000,0.5,100,1944154
3823,2454000,0.5,100,1938542
3822,2454000,0.5,100,1922438
3821,2454000,0.5,100,1939762
3820,2454000,0.5,100,1926342
3819,2454000,0.5,100,1938054
3818,2454000,0.5,100,1928782
3817,2454000,0.5,100,1924146
3816,2454000,0.5,100,1938054
3815,2454000,0.5,100,1925122
3814,2454000,0.5,100,1926342
3813,2454000,0.5,100,1934150
3812,2454000,0.5,100,1909018
3811,2454000,0.5,100,1927806
3810,2454000,0.5,100,1940006
3809,2454000,0.5,144,1958516
3808,2454000,0.5,144,1977548
3807,2454000,0.5,144,1959980
3806,2454000,0.5,144,1980232
3805,2454000,0.5,144,1958272
3804,2454000,0.5,144,1947292
3803,2454000,0.5,144,1970960
3802,2454000,0.5,144,1966324
3801,2454000,0.5,144,1952172
3800,2454000,0.5,144,1969008
3799,2454000,0.5,144,1955100
3798,2454000,0.5,144,1956564
3797,2454000,0.5,144,1947536
3796,2454000,0.5,144,1964616
3795,2454000,0.5,144,1950708
3794,2454000,0.5,144,1943876
3793,2454000,0.5,144,1954124
3792,2454000,0.5,144,1973156
3791,2454000,0.5,144,1953880
3790,2454000,0.5,144,1964128
3789,2454000,0.5,144,1960468
3788,2454000,0.5,144,1956808
3787,2454000,0.5,144,1953148
3786,2454000,0.5,144,1962908
3785,2454000,0.5,144,1964372
3784,2454000,0.5,144,1967056
3783,2454000,0.5,144,1948024
3782,2454000,0.5,144,1956808
3781,2454000,0.5,144,1964616
3780,2454000,0.5,144,1966812
3779,2454000,0.5,192,2025046
3778,2454000,0.5,192,2029194
3777,2454000,0.5,192,2023338
3776,2454000,0.5,192,2007234
3775,2454000,0.5,192,2024070
3774,2454000,0.5,192,2020410
3773,2454000,0.5,192,2018458
3772,2454000,0.5,192,2006502
3771,2454000,0.5,192,2037490
3770,2454000,0.5,192,2016018
3769,2454000,0.5,192,2016506
3768,2454000,0.5,192,2006990
3767,2454000,0.5,192,2011382
3766,2454000,0.5,192,2018214
3765,2454000,0.5,192,2024070
3764,2454000,0.5,192,2011138
3763,2454000,0.5,192,2010162
3762,2454000,0.5,192,2024558
3761,2454000,0.5,192,2016750
3760,2454000,0.5,192,2047494
3759,2454000,0.5,192,2006258
3758,2454000,0.5,192,2013578
3757,2454000,0.5,192,2010650
3756,2454000,0.5,192,2018214
3755,2454000,0.5,192,2015530
3754,2454000,0.5,192,2016506
3753,2454000,0.5,192,2017238
3752,2454000,0.5,192,2006990
3751,2454000,0.5,192,2022606
3750,2454000,0.5,192,2005770
3749,2454000,0.5,240,2084665
3748,2454000,0.5,240,2080761
3747,2454000,0.5,240,2085397
3746,2454000,0.5,240,2077101
3745,2454000,0.5,240,2089301
3744,2454000,0.5,240,2081493
3743,2454000,0.5,240,2082957
3742,2454000,0.5,240,2087593
3741,2454000,0.5,240,2077589
3740,2454000,0.5,240,2074173
3739,2454000,0.5,240,2085885
3738,2454000,0.5,240,2096377
3737,2454000,0.5,240,2083201
3736,2454000,0.5,240,2073197
3735,2454000,0.5,240,2082957
3734,2454000,0.5,240,2094425
3733,2454000,0.5,240,2080273
3732,2454000,0.5,240,2088081
3731,2454000,0.5,240,2072953
3730,2454000,0.5,240,2084665
3729,2454000,0.5,240,2062705
3728,2454000,0.5,240,2089545
3727,2454000,0.5,240,2088325
3726,2454000,0.5,240,2092229
3725,2454000,0.5,240,2090277
3724,2454000,0.5,240,2072709
3723,2454000,0.5,240,2079541
3722,2454000,0.5,240,2084421
3721,2454000,0.5,240,2070269
3720,2454000,0.5,240,2090033
3719,2454000,0.8,100,5341381
3718,2454000,0.8,100,5342357
3717,2454000,0.8,100,5344309
3716,2454000,0.8,100,5347725
3715,2454000,0.8,100,5338209
3714,2454000,0.8,100,5350409
3713,2454000,0.8,100,5329181
3712,2454000,0.8,100,5370905
3711,2454000,0.8,100,5367001
3710,2454000,0.8,100,5367001
3709,2454000,0.8,100,5350409
3708,2454000,0.8,100,5338453
3707,2454000,0.8,100,5363341
3706,2454000,0.8,100,5341137
3705,2454000,0.8,100,5330889
3704,2454000,0.8,100,5357973
3703,2454000,0.8,100,5361145
3702,2454000,0.8,100,5340893
3701,2454000,0.8,100,5351385
3700,2454000,0.8,100,5343333
3699,2454000,0.8,100,5366025
3698,2454000,0.8,100,5359681
3697,2454000,0.8,100,5324789
3696,2454000,0.8,100,5360901
3695,2454000,0.8,100,5338697
3694,2454000,0.8,100,5338941
3693,2454000,0.8,100,5328693
3692,2454000,0.8,100,5343089
3691,2454000,0.8,100,5346261
3690,2454000,0.8,100,5329425
3689,2454000,0.8,144,5252338
3688,2454000,0.8,144,5248678
3687,2454000,0.8,144,5256730
3686,2454000,0.8,144,5267222
3685,2454000,0.8,144,5243066
3684,2454000,0.8,144,5258438
3683,2454000,0.8,144,5269662
3682,2454000,0.8,144,5250630
3681,2454000,0.8,144,5275030
3680,2454000,0.8,144,5262586
3679,2454000,0.8,144,5250874
3678,2454000,0.8,144,5250630
3677,2454000,0.8,144,5262830
3676,2454000,0.8,144,5248434
3675,2454000,0.8,144,5247702
3674,2454000,0.8,144,5257950
3673,2454000,0.8,144,5252582
3672,2454000,0.8,144,5246970
3671,2454000,0.8,144,5256730
3670,2454000,0.8,144,5262586
3669,2454000,0.8,144,5252582
3668,2454000,0.8,144,5279666
3667,2454000,0.8,144,5257706
3666,2454000,0.8,144,5259414
3665,2454000,0.8,144,5290158
3664,2454000,0.8,144,5272346
3663,2454000,0.8,144,5269174
3662,2454000,0.8,144,5275030
3661,2454000,0.8,144,5258438
3660,2454000,0.8,144,5273078
3659,2454000,0.8,192,5223766
3658,2454000,0.8,192,5221814
3657,2454000,0.8,192,5230354
3656,2454000,0.8,192,5222058
3655,2454000,0.8,192,5218642
3654,2454000,0.8,192,5206198
3653,2454000,0.8,192,5214250
3652,2454000,0.8,192,5231330
3651,2454000,0.8,192,5226938
3650,2454000,0.8,192,5233770
3649,2454000,0.8,192,5226206
3648,2454000,0.8,192,5212542
3647,2454000,0.8,192,5201074
3646,2454000,0.8,192,5268906
3645,2454000,0.8,192,5246214
3644,2454000,0.8,192,5218154
3643,2454000,0.8,192,5227182
3642,2454000,0.8,192,5233526
3641,2454000,0.8,192,5224254
3640,2454000,0.8,192,5234258
3639,2454000,0.8,192,5217422
3638,2454000,0.8,192,5215226
3637,2454000,0.8,192,5213030
3636,2454000,0.8,192,5253290
3635,2454000,0.8,192,5231330
3634,2454000,0.8,192,5187654
3633,2454000,0.8,192,5246946
3632,2454000,0.8,192,5256950
3631,2454000,0.8,192,5248654
3630,2454000,0.8,192,5236942
3629,2454000,0.8,240,5229605
3628,2454000,0.8,240,5207889
3627,2454000,0.8,240,5203253
3626,2454000,0.8,240,5217161
3625,2454000,0.8,240,5210085
3624,2454000,0.8,240,5201057
3623,2454000,0.8,240,5221553
3622,2454000,0.8,240,5231801
3621,2454000,0.8,240,5185197
3620,2454000,0.8,240,5222773
3619,2454000,0.8,240,5223993
3618,2454000,0.8,240,5194713
3617,2454000,0.8,240,5234241
3616,2454000,0.8,240,5228385
3615,2454000,0.8,240,5214233
3614,2454000,0.8,240,5228873
3613,2454000,0.8,240,5220577
3612,2454000,0.8,240,5217161
3611,2454000,0.8,240,5217893
3610,2454000,0.8,240,5198373
3609,2454000,0.8,240,5234729
3608,2454000,0.8,240,5229117
3607,2454000,0.8,240,5229605
3606,2454000,0.8,240,5198129
3605,2454000,0.8,240,5212769
3604,2454000,0.8,240,5244977
3603,2454000,0.8,240,5191541
3602,2454000,0.8,240,5216673
3601,2454000,0.8,240,5230337
3600,2454000,0.8,240,5225945
3599,2504000,0.2,100,949197
3598,2504000,0.2,100,942853
3597,2504000,0.2,100,949685
3596,2504000,0.2,100,953101
3595,2504000,0.2,100,947733
3594,2504000,0.2,100,957005
3593,2504000,0.2,100,955541
3592,2504000,0.2,100,950905
3591,2504000,0.2,100,943829
3590,2504000,0.2,100,951393
3589,2504000,0.2,100,954321
3588,2504000,0.2,100,957493
3587,2504000,0.2,100,949685
3586,2504000,0.2,100,951393
3585,2504000,0.2,100,953589
3584,2504000,0.2,100,951149
3583,2504000,0.2,100,953101
3582,2504000,0.2,100,934069
3581,2504000,0.2,100,951881
3580,2504000,0.2,100,952369
3579,2504000,0.2,100,955785
3578,2504000,0.2,100,942609
3577,2504000,0.2,100,955053
3576,2504000,0.2,100,952613
3575,2504000,0.2,100,940413
3574,2504000,0.2,100,951637
3573,2504000,0.2,100,951149
3572,2504000,0.2,100,948709
3571,2504000,0.2,100,953101
3570,2504000,0.2,100,964081
3569,2504000,0.2,144,1030965
3568,2504000,0.2,144,1021693
3567,2504000,0.2,144,1010957
3566,2504000,0.2,144,1021205
3565,2504000,0.2,144,1018765
3564,2504000,0.2,144,1016325
3563,2504000,0.2,144,1011201
3562,2504000,0.2,144,1019253
3561,2504000,0.2,144,1017545
3560,2504000,0.2,144,1019009
3559,2504000,0.2,144,1019253
3558,2504000,0.2,144,1018521
3557,2504000,0.2,144,1011201
3556,2504000,0.2,144,1019497
3555,2504000,0.2,144,1026085
3554,2504000,0.2,144,1016325
3553,2504000,0.2,144,1036821
3552,2504000,0.2,144,1017789
3551,2504000,0.2,144,1016813
3550,2504000,0.2,144,1018765
3549,2504000,0.2,144,1010713
3548,2504000,0.2,144,1017301
3547,2504000,0.2,144,1017057
3546,2504000,0.2,144,1025353
3545,2504000,0.2,144,1019985
3544,2504000,0.2,144,1014617
3543,2504000,0.2,144,1021693
3542,2504000,0.2,144,1025109
3541,2504000,0.2,144,1015837
3540,2504000,0.2,144,1016569
3539,2504000,0.2,192,1107207
3538,2504000,0.2,192,1103303
3537,2504000,0.2,192,1088907
3536,2504000,0.2,192,1089151
3535,2504000,0.2,192,1093055
3534,2504000,0.2,192,1095739
3533,2504000,0.2,192,1095739
3532,2504000,0.2,192,1103791
3531,2504000,0.2,192,1104279
3530,2504000,0.2,192,1097691
3529,2504000,0.2,192,1101595
3528,2504000,0.2,192,1099643
3527,2504000,0.2,192,1095251
3526,2504000,0.2,192,1080367
3525,2504000,0.2,192,1094763
3524,2504000,0.2,192,1097935
3523,2504000,0.2,192,1107207
3522,2504000,0.2,192,1106475
3521,2504000,0.2,192,1091347
3520,2504000,0.2,192,1110379
3519,2504000,0.2,192,1108671
3518,2504000,0.2,192,1106231
3517,2504000,0.2,192,1103547
3516,2504000,0.2,192,1095495
3515,2504000,0.2,192,1089883
3514,2504000,0.2,192,1090859
3513,2504000,0.2,192,1093299
3512,2504000,0.2,192,1089883
3511,2504000,0.2,192,1095251
3510,2504000,0.2,192,1092323
3509,2504000,0.2,240,1180332
3508,2504000,0.2,240,1183992
3507,2504000,0.2,240,1177648
3506,2504000,0.2,240,1182040
3505,2504000,0.2,240,1183504
3504,2504000,0.2,240,1177892
3503,2504000,0.2,240,1174476
3502,2504000,0.2,240,1190824
3501,2504000,0.2,240,1178624
3500,2504000,0.2,240,1188140
3499,2504000,0.2,240,1172524
3498,2504000,0.2,240,1181308
3497,2504000,0.2,240,1187652
3496,2504000,0.2,240,1185212
3495,2504000,0.2,240,1193752
3494,2504000,0.2,240,1184480
3493,2504000,0.2,240,1182772
3492,2504000,0.2,240,1192776
3491,2504000,0.2,240,1179600
3490,2504000,0.2,240,1191556
3489,2504000,0.2,240,1175208
3488,2504000,0.2,240,1191800
3487,2504000,0.2,240,1178136
3486,2504000,0.2,240,1176672
3485,2504000,0.2,240,1191556
3484,2504000,0.2,240,1178136
3483,2504000,0.2,240,1180576
3482,2504000,0.2,240,1195948
3481,2504000,0.2,240,1184968
3480,2504000,0.2,240,1178868
3479,2504000,0.5,100,1929081
3478,2504000,0.5,100,1925665
3477,2504000,0.5,100,1932009
3476,2504000,0.5,100,1914197
3475,2504000,0.5,100,1921517
3474,2504000,0.5,100,1932741
3473,2504000,0.5,100,1926153
3472,2504000,0.5,100,1919809
3471,2504000,0.5,100,1943721
3470,2504000,0.5,100,1942013
3469,2504000,0.5,100,1950065
3468,2504000,0.5,100,1934937
3467,2504000,0.5,100,1934449
3466,2504000,0.5,100,1923957
3465,2504000,0.5,100,1946649
3464,2504000,0.5,100,1935425
3463,2504000,0.5,100,1927861
3462,2504000,0.5,100,1942745
3461,2504000,0.5,100,1946405
3460,2504000,0.5,100,1941769
3459,2504000,0.5,100,1925909
3458,2504000,0.5,100,1926153
3457,2504000,0.5,100,1945185
3456,2504000,0.5,100,1922981
3455,2504000,0.5,100,1924933
3454,2504000,0.5,100,1932985
3453,2504000,0.5,100,1923957
3452,2504000,0.5,100,1943721
3451,2504000,0.5,100,1929325
3450,2504000,0.5,100,1940305
3449,2504000,0.5,144,1973211
3448,2504000,0.5,144,1968331
3447,2504000,0.5,144,1961743
3446,2504000,0.5,144,1956375
3445,2504000,0.5,144,1971747
3444,2504000,0.5,144,1956375
3443,2504000,0.5,144,1958571
3442,2504000,0.5,144,1968087
3441,2504000,0.5,144,1972235
3440,2504000,0.5,144,1967355
3439,2504000,0.5,144,1956863
3438,2504000,0.5,144,1955643
3437,2504000,0.5,144,1982727
3436,2504000,0.5,144,1963695
3435,2504000,0.5,144,1973943
3434,2504000,0.5,144,1961987
3433,2504000,0.5,144,1985167
3432,2504000,0.5,144,1973211
3431,2504000,0.5,144,1971015
3430,2504000,0.5,144,1951251
3429,2504000,0.5,144,1952471
3428,2504000,0.5,144,1972723
3427,2504000,0.5,144,1968087
3426,2504000,0.5,144,1959791
3425,2504000,0.5,144,1986387
3424,2504000,0.5,144,1967843
3423,2504000,0.5,144,1957107
3422,2504000,0.5,144,1946615
3421,2504000,0.5,144,1960035
3420,2504000,0.5,144,1963451
3419,2504000,0.5,192,2024369
3418,2504000,0.5,192,2011925
3417,2504000,0.5,192,2018269
3416,2504000,0.5,192,2022417
3415,2504000,0.5,192,2025589
3414,2504000,0.5,192,2027785
3413,2504000,0.5,192,2024369
3412,2504000,0.5,192,2012657
3411,2504000,0.5,192,2022905
3410,2504000,0.5,192,2025101
3409,2504000,0.5,192,2019977
3408,2504000,0.5,192,2025833
3407,2504000,0.5,192,2017781
3406,2504000,0.5,192,2015829
3405,2504000,0.5,192,2015341
3404,2504000,0.5,192,2020221
3403,2504000,0.5,192,2029493
3402,2504000,0.5,192,2016317
3401,2504000,0.5,192,2035837
3400,2504000,0.5,192,2009241
3399,2504000,0.5,192,2013633
3398,2504000,0.5,192,2009729
3397,2504000,0.5,192,2023149
3396,2504000,0.5,192,2015097
3395,2504000,0.5,192,2012657
3394,2504000,0.5,192,2030469
3393,2504000,0.5,192,2027541
3392,2504000,0.5,192,2026565
3391,2504000,0.5,192,2031933
3390,2504000,0.5,192,2009729
3389,2504000,0.5,240,2082524
3388,2504000,0.5,240,2071300
3387,2504000,0.5,240,2082280
3386,2504000,0.5,240,2100580
3385,2504000,0.5,240,2085696
3384,2504000,0.5,240,2078864
